year,institution,patient_status,sex,value,footnote_marker
1895,Gaustad,Insania - hysterica,Kv.,16,NA
1895,Gaustad,Insania - hysterica,Md.,6,NA
1895,Gaustad,Insania - periodica,Kv.,NA,NA
1895,Gaustad,Insania - periodica,Md.,NA,NA
1895,Gaustad,Mania,Kv.,35,NA
1895,Gaustad,Mania,Md.,19,NA
1895,Gaustad,Melancholia,Kv.,31,NA
1895,Gaustad,Melancholia,Md.,24,NA
1895,Gaustad,Paralysis generalis,Kv.,4,NA
1895,Gaustad,Paralysis generalis,Md.,4,NA
1895,Gaustad,Paranoia,Kv.,3,NA
1895,Gaustad,Paranoia,Md.,5,NA
1895,Gaustad,Til observasjon,Kv.,2,NA
1895,Gaustad,Til observasjon,Md.,2,NA
1895,Gaustad,Vitia organica cerebri,Kv.,NA,NA
1895,Gaustad,Vitia organica cerebri,Md.,NA,NA
1895,Kriminalasylet,Alcoholismus,Kv.,NA,NA
1895,Kriminalasylet,Alcoholismus,Md.,NA,NA
1895,Kriminalasylet,Amentia,Kv.,NA,NA
1895,Kriminalasylet,Amentia,Md.,NA,NA
1895,Kriminalasylet,Dementia,Kv.,NA,NA
1895,Kriminalasylet,Dementia,Md.,2,NA
1895,Kriminalasylet,Idiotia,Kv.,NA,NA
1895,Kriminalasylet,Idiotia,Md.,NA,NA
1895,Kriminalasylet,Insania - degenerativa,Kv.,NA,NA
1895,Kriminalasylet,Insania - degenerativa,Md.,1,NA
1895,Kriminalasylet,Insania - epileptica,Kv.,NA,NA
1895,Kriminalasylet,Insania - epileptica,Md.,NA,NA
1895,Kriminalasylet,Insania - hypochondrica,Kv.,NA,NA
1895,Kriminalasylet,Insania - hypochondrica,Md.,NA,NA
1895,Kriminalasylet,Insania - hysterica,Kv.,NA,NA
1895,Kriminalasylet,Insania - hysterica,Md.,NA,NA
1895,Kriminalasylet,Insania - periodica,Kv.,NA,NA
1895,Kriminalasylet,Insania - periodica,Md.,NA,NA
1895,Kriminalasylet,Mania,Kv.,NA,NA
1895,Kriminalasylet,Mania,Md.,NA,NA
1895,Kriminalasylet,Melancholia,Kv.,NA,NA
1895,Kriminalasylet,Melancholia,Md.,1,NA
1895,Kriminalasylet,Paralysis generalis,Kv.,NA,NA
1895,Kriminalasylet,Paralysis generalis,Md.,NA,NA
1895,Kriminalasylet,Paranoia,Kv.,NA,NA
1895,Kriminalasylet,Paranoia,Md.,6,NA
1895,Kriminalasylet,Til observasjon,Kv.,NA,NA
1895,Kriminalasylet,Til observasjon,Md.,NA,NA
1895,Kriminalasylet,Vitia organica cerebri,Kv.,NA,NA
1895,Kriminalasylet,Vitia organica cerebri,Md.,NA,NA
1895,Kristiania,Alcoholismus,Kv.,NA,NA
1895,Kristiania,Alcoholismus,Md.,2,NA
1895,Kristiania,Amentia,Kv.,6,NA
1895,Kristiania,Amentia,Md.,2,NA
1895,Kristiania,Dementia,Kv.,3,NA
1895,Kristiania,Dementia,Md.,4,NA
1895,Kristiania,Idiotia,Kv.,NA,NA
1895,Kristiania,Idiotia,Md.,1,NA
1895,Kristiania,Insania - degenerativa,Kv.,4,NA
1895,Kristiania,Insania - degenerativa,Md.,7,NA
1895,Kristiania,Insania - epileptica,Kv.,NA,NA
1895,Kristiania,Insania - epileptica,Md.,2,NA
1895,Kristiania,Insania - hypochondrica,Kv.,NA,NA
1895,Kristiania,Insania - hypochondrica,Md.,NA,NA
1895,Kristiania,Insania - hysterica,Kv.,1,NA
1895,Kristiania,Insania - hysterica,Md.,NA,NA
1895,Kristiania,Insania - periodica,Kv.,1,NA
1895,Kristiania,Insania - periodica,Md.,NA,NA
1895,Kristiania,Mania,Kv.,NA,NA
1895,Kristiania,Mania,Md.,1,NA
1895,Kristiania,Melancholia,Kv.,4,NA
1895,Kristiania,Melancholia,Md.,1,NA
1895,Kristiania,Paralysis generalis,Kv.,2,NA
1895,Kristiania,Paralysis generalis,Md.,8,NA
1895,Kristiania,Paranoia,Kv.,2,NA
1895,Kristiania,Paranoia,Md.,1,NA
1895,Kristiania,Til observasjon,Kv.,NA,NA
1895,Kristiania,Til observasjon,Md.,NA,NA
1895,Kristiania,Vitia organica cerebri,Kv.,NA,NA
1895,Kristiania,Vitia organica cerebri,Md.,NA,NA
1895,Kristiansand,Alcoholismus,Kv.,NA,NA
1895,Kristiansand,Alcoholismus,Md.,NA,NA
1895,Kristiansand,Amentia,Kv.,NA,NA
1895,Kristiansand,Amentia,Md.,NA,NA
1895,Kristiansand,Dementia,Kv.,NA,NA
1895,Kristiansand,Dementia,Md.,NA,NA
1895,Kristiansand,Idiotia,Kv.,NA,NA
1895,Kristiansand,Idiotia,Md.,NA,NA
1895,Kristiansand,Insania - degenerativa,Kv.,NA,NA
1895,Kristiansand,Insania - degenerativa,Md.,NA,NA
1895,Kristiansand,Insania - epileptica,Kv.,NA,NA
1895,Kristiansand,Insania - epileptica,Md.,NA,NA
1895,Kristiansand,Insania - hypochondrica,Kv.,NA,NA
1895,Kristiansand,Insania - hypochondrica,Md.,NA,NA
1895,Kristiansand,Insania - hysterica,Kv.,NA,NA
1895,Kristiansand,Insania - hysterica,Md.,NA,NA
1895,Kristiansand,Insania - periodica,Kv.,NA,NA
1895,Kristiansand,Insania - periodica,Md.,NA,NA
1895,Kristiansand,Mania,Kv.,NA,NA
1895,Kristiansand,Mania,Md.,NA,NA
1895,Kristiansand,Melancholia,Kv.,NA,NA
1895,Kristiansand,Melancholia,Md.,NA,NA
1895,Kristiansand,Paralysis generalis,Kv.,NA,NA
1895,Kristiansand,Paralysis generalis,Md.,NA,NA
1895,Kristiansand,Paranoia,Kv.,1,NA
1895,Kristiansand,Paranoia,Md.,1,NA
1895,Kristiansand,Til observasjon,Kv.,NA,NA
1895,Kristiansand,Til observasjon,Md.,NA,NA
1895,Kristiansand,Vitia organica cerebri,Kv.,NA,NA
1895,Kristiansand,Vitia organica cerebri,Md.,NA,NA
1895,Møllendal,Alcoholismus,Kv.,NA,NA
1895,Møllendal,Alcoholismus,Md.,NA,NA
1895,Møllendal,Amentia,Kv.,NA,NA
1895,Møllendal,Amentia,Md.,NA,NA
1895,Møllendal,Dementia,Kv.,NA,NA
1895,Møllendal,Dementia,Md.,3,NA
1895,Møllendal,Idiotia,Kv.,NA,NA
1895,Møllendal,Idiotia,Md.,NA,NA
1895,Møllendal,Insania - degenerativa,Kv.,NA,NA
1895,Møllendal,Insania - degenerativa,Md.,NA,NA
1895,Møllendal,Insania - epileptica,Kv.,NA,NA
1895,Møllendal,Insania - epileptica,Md.,NA,NA
1895,Møllendal,Insania - hypochondrica,Kv.,NA,NA
1895,Møllendal,Insania - hypochondrica,Md.,NA,NA
1895,Møllendal,Insania - hysterica,Kv.,NA,NA
1895,Møllendal,Insania - hysterica,Md.,NA,NA
1895,Møllendal,Insania - periodica,Kv.,NA,NA
1895,Møllendal,Insania - periodica,Md.,NA,NA
1895,Møllendal,Mania,Kv.,1,NA
1895,Møllendal,Mania,Md.,7,NA
1895,Møllendal,Melancholia,Kv.,3,NA
1895,Møllendal,Melancholia,Md.,NA,NA
1895,Møllendal,Paralysis generalis,Kv.,NA,NA
1895,Møllendal,Paralysis generalis,Md.,NA,NA
1895,Møllendal,Paranoia,Kv.,NA,NA
1895,Møllendal,Paranoia,Md.,NA,NA
1895,Møllendal,Til observasjon,Kv.,NA,NA
1895,Møllendal,Til observasjon,Md.,NA,NA
1895,Møllendal,Vitia organica cerebri,Kv.,NA,NA
1895,Møllendal,Vitia organica cerebri,Md.,NA,NA
1895,Neevengården,Alcoholismus,Kv.,NA,NA
1895,Neevengården,Alcoholismus,Md.,3,NA
1895,Neevengården,Amentia,Kv.,12,NA
1895,Neevengården,Amentia,Md.,12,NA
1895,Neevengården,Dementia,Kv.,12,NA
1895,Neevengården,Dementia,Md.,12,NA
1895,Neevengården,Idiotia,Kv.,1,NA
1895,Neevengården,Idiotia,Md.,3,NA
1895,Neevengården,Insania - degenerativa,Kv.,3,NA
1895,Neevengården,Insania - degenerativa,Md.,NA,NA
1895,Neevengården,Insania - epileptica,Kv.,NA,NA
1895,Neevengården,Insania - epileptica,Md.,1,NA
1895,Neevengården,Insania - hypochondrica,Kv.,NA,NA
1895,Neevengården,Insania - hypochondrica,Md.,1,NA
1895,Neevengården,Insania - hysterica,Kv.,6,NA
1895,Neevengården,Insania - hysterica,Md.,1,NA
1895,Neevengården,Insania - periodica,Kv.,4,NA
1895,Neevengården,Insania - periodica,Md.,2,NA
1895,Neevengården,Mania,Kv.,6,NA
1895,Neevengården,Mania,Md.,5,NA
1895,Neevengården,Melancholia,Kv.,18,NA
1895,Neevengården,Melancholia,Md.,13,NA
1895,Neevengården,Paralysis generalis,Kv.,3,NA
1895,Neevengården,Paralysis generalis,Md.,3,NA
1895,Neevengården,Paranoia,Kv.,2,NA
1895,Neevengården,Paranoia,Md.,5,NA
1895,Neevengården,Til observasjon,Kv.,NA,NA
1895,Neevengården,Til observasjon,Md.,NA,NA
1895,Neevengården,Vitia organica cerebri,Kv.,NA,NA
1895,Neevengården,Vitia organica cerebri,Md.,NA,NA
1895,Oslo,Alcoholismus,Kv.,NA,NA
1895,Oslo,Alcoholismus,Md.,NA,NA
1895,Oslo,Amentia,Kv.,NA,NA
1895,Oslo,Amentia,Md.,NA,NA
1895,Oslo,Dementia,Kv.,3,NA
1895,Oslo,Dementia,Md.,NA,NA
1895,Oslo,Idiotia,Kv.,NA,NA
1895,Oslo,Idiotia,Md.,NA,NA
1895,Oslo,Insania - degenerativa,Kv.,NA,NA
1895,Oslo,Insania - degenerativa,Md.,NA,NA
1895,Oslo,Insania - epileptica,Kv.,NA,NA
1895,Oslo,Insania - epileptica,Md.,NA,NA
1895,Oslo,Insania - hypochondrica,Kv.,NA,NA
1895,Oslo,Insania - hypochondrica,Md.,NA,NA
1895,Oslo,Insania - hysterica,Kv.,NA,NA
1895,Oslo,Insania - hysterica,Md.,NA,NA
1895,Oslo,Insania - periodica,Kv.,NA,NA
1895,Oslo,Insania - periodica,Md.,NA,NA
1895,Oslo,Mania,Kv.,4,NA
1895,Oslo,Mania,Md.,NA,NA
1895,Oslo,Melancholia,Kv.,3,NA
1895,Oslo,Melancholia,Md.,NA,NA
1895,Oslo,Paralysis generalis,Kv.,NA,NA
1895,Oslo,Paralysis generalis,Md.,NA,NA
1895,Oslo,Paranoia,Kv.,1,NA
1895,Oslo,Paranoia,Md.,NA,NA
1895,Oslo,Til observasjon,Kv.,NA,NA
1895,Oslo,Til observasjon,Md.,NA,NA
1895,Oslo,Vitia organica cerebri,Kv.,NA,NA
1895,Oslo,Vitia organica cerebri,Md.,NA,NA
1895,Rosenberg,Alcoholismus,Kv.,NA,NA
1895,Rosenberg,Alcoholismus,Md.,NA,NA
1895,Rosenberg,Amentia,Kv.,1,NA
1895,Rosenberg,Amentia,Md.,NA,NA
1895,Rosenberg,Dementia,Kv.,1,NA
1895,Rosenberg,Dementia,Md.,7,NA
1895,Rosenberg,Idiotia,Kv.,NA,NA
1895,Rosenberg,Idiotia,Md.,1,NA
1895,Rosenberg,Insania - degenerativa,Kv.,1,NA
1895,Rosenberg,Insania - degenerativa,Md.,2,NA
1895,Rosenberg,Insania - epileptica,Kv.,NA,NA
1895,Rosenberg,Insania - epileptica,Md.,2,NA
1895,Rosenberg,Insania - hypochondrica,Kv.,NA,NA
1895,Rosenberg,Insania - hypochondrica,Md.,NA,NA
1895,Rosenberg,Insania - hysterica,Kv.,NA,NA
1895,Rosenberg,Insania - hysterica,Md.,NA,NA
1895,Rosenberg,Insania - periodica,Kv.,NA,NA
1895,Rosenberg,Insania - periodica,Md.,NA,NA
1895,Rosenberg,Mania,Kv.,5,NA
1895,Rosenberg,Mania,Md.,NA,NA
1895,Rosenberg,Melancholia,Kv.,NA,NA
1895,Rosenberg,Melancholia,Md.,NA,NA
1895,Rosenberg,Paralysis generalis,Kv.,NA,NA
1895,Rosenberg,Paralysis generalis,Md.,NA,NA
1895,Rosenberg,Paranoia,Kv.,2,NA
1895,Rosenberg,Paranoia,Md.,1,NA
1895,Rosenberg,Til observasjon,Kv.,NA,NA
1895,Rosenberg,Til observasjon,Md.,NA,NA
1895,Rosenberg,Vitia organica cerebri,Kv.,NA,NA
1895,Rosenberg,Vitia organica cerebri,Md.,NA,NA
1895,Rotvoll,Alcoholismus,Kv.,NA,NA
1895,Rotvoll,Alcoholismus,Md.,1,NA
1895,Rotvoll,Amentia,Kv.,7,NA
1895,Rotvoll,Amentia,Md.,10,NA
1895,Rotvoll,Dementia,Kv.,12,NA
1895,Rotvoll,Dementia,Md.,11,NA
1895,Rotvoll,Idiotia,Kv.,NA,NA
1895,Rotvoll,Idiotia,Md.,1,NA
1895,Rotvoll,Insania - degenerativa,Kv.,NA,NA
1895,Rotvoll,Insania - degenerativa,Md.,2,NA
1895,Rotvoll,Insania - epileptica,Kv.,NA,NA
1895,Rotvoll,Insania - epileptica,Md.,NA,NA
1895,Rotvoll,Insania - hypochondrica,Kv.,NA,NA
1895,Rotvoll,Insania - hypochondrica,Md.,2,NA
1895,Rotvoll,Insania - hysterica,Kv.,3,NA
1895,Rotvoll,Insania - hysterica,Md.,NA,NA
1895,Rotvoll,Insania - periodica,Kv.,9,NA
1895,Rotvoll,Insania - periodica,Md.,5,NA
1895,Rotvoll,Mania,Kv.,11,NA
1895,Rotvoll,Mania,Md.,12,NA
1895,Rotvoll,Melancholia,Kv.,30,NA
1895,Rotvoll,Melancholia,Md.,22,NA
1895,Rotvoll,Paralysis generalis,Kv.,NA,NA
1895,Rotvoll,Paralysis generalis,Md.,2,NA
1895,Rotvoll,Paranoia,Kv.,7,NA
1895,Rotvoll,Paranoia,Md.,10,NA
1895,Rotvoll,Til observasjon,Kv.,NA,NA
1895,Rotvoll,Til observasjon,Md.,5,NA
1895,Rotvoll,Vitia organica cerebri,Kv.,NA,NA
1895,Rotvoll,Vitia organica cerebri,Md.,1,NA
1895,Trondhjem,Alcoholismus,Kv.,NA,NA
1895,Trondhjem,Alcoholismus,Md.,NA,NA
1895,Trondhjem,Amentia,Kv.,NA,NA
1895,Trondhjem,Amentia,Md.,NA,NA
1895,Trondhjem,Dementia,Kv.,1,NA
1895,Trondhjem,Dementia,Md.,5,NA
1895,Trondhjem,Idiotia,Kv.,NA,NA
1895,Trondhjem,Idiotia,Md.,1,NA
1895,Trondhjem,Insania - degenerativa,Kv.,NA,NA
1895,Trondhjem,Insania - degenerativa,Md.,1,NA
1895,Trondhjem,Insania - epileptica,Kv.,NA,NA
1895,Trondhjem,Insania - epileptica,Md.,NA,NA
1895,Trondhjem,Insania - hypochondrica,Kv.,NA,NA
1895,Trondhjem,Insania - hypochondrica,Md.,NA,NA
1895,Trondhjem,Insania - hysterica,Kv.,NA,NA
1895,Trondhjem,Insania - hysterica,Md.,NA,NA
1895,Trondhjem,Insania - periodica,Kv.,NA,NA
1895,Trondhjem,Insania - periodica,Md.,NA,NA
1895,Trondhjem,Mania,Kv.,1,NA
1895,Trondhjem,Mania,Md.,NA,NA
1895,Trondhjem,Melancholia,Kv.,5,NA
1895,Trondhjem,Melancholia,Md.,NA,NA
1895,Trondhjem,Paralysis generalis,Kv.,NA,NA
1895,Trondhjem,Paralysis generalis,Md.,1,NA
1895,Trondhjem,Paranoia,Kv.,NA,NA
1895,Trondhjem,Paranoia,Md.,1,NA
1895,Trondhjem,Til observasjon,Kv.,NA,NA
1895,Trondhjem,Til observasjon,Md.,NA,NA
1895,Trondhjem,Vitia organica cerebri,Kv.,NA,NA
1895,Trondhjem,Vitia organica cerebri,Md.,NA,NA
1896,Eg,Alcoholismus,Kv.,NA,NA
1896,Eg,Alcoholismus,Md.,5,NA
1896,Eg,Amentia,Kv.,15,NA
1896,Eg,Amentia,Md.,5,NA
1896,Eg,Dementia,Kv.,6,NA
1896,Eg,Dementia,Md.,12,NA
1896,Eg,Idiotia,Kv.,2,NA
1896,Eg,Idiotia,Md.,3,NA
1896,Eg,Insania - degenerativa,Kv.,3,NA
1896,Eg,Insania - degenerativa,Md.,7,NA
1896,Eg,Insania - epileptica,Kv.,3,NA
1896,Eg,Insania - epileptica,Md.,1,NA
1896,Eg,Insania - hypochondrica,Kv.,NA,NA
1896,Eg,Insania - hypochondrica,Md.,2,NA
1896,Eg,Insania - hysterica,Kv.,6,NA
1896,Eg,Insania - hysterica,Md.,NA,NA
1896,Eg,Insania - periodica,Kv.,5,NA
1896,Eg,Insania - periodica,Md.,12,NA
1896,Eg,Mania,Kv.,1,NA
1896,Eg,Mania,Md.,1,NA
1896,Eg,Melancholia,Kv.,16,NA
1896,Eg,Melancholia,Md.,5,NA
1896,Eg,Paralysis generalis,Kv.,2,NA
1896,Eg,Paralysis generalis,Md.,3,NA
1896,Eg,Paranoia,Kv.,11,NA
1896,Eg,Paranoia,Md.,14,NA
1896,Eg,Til observasjon,Kv.,NA,NA
1896,Eg,Til observasjon,Md.,2,NA
1896,Eg,Vitia organica cerebri,Kv.,NA,NA
1896,Eg,Vitia organica cerebri,Md.,NA,NA
1896,Gaustad,Alcoholismus,Kv.,1,NA
1896,Gaustad,Alcoholismus,Md.,8,NA
1896,Gaustad,Amentia,Kv.,1,1) Fra Asylet opfort under Diagnosen: Deliria
1896,Gaustad,Amentia,Md.,NA,NA
1896,Gaustad,Dementia,Kv.,14,NA
1896,Gaustad,Dementia,Md.,31,NA
1896,Gaustad,Idiotia,Kv.,2,NA
1896,Gaustad,Idiotia,Md.,8,NA
1896,Gaustad,Insania - degenerativa,Kv.,NA,NA
1896,Gaustad,Insania - degenerativa,Md.,NA,NA
1896,Gaustad,Insania - epileptica,Kv.,NA,NA
1896,Gaustad,Insania - epileptica,Md.,3,NA
1896,Gaustad,Insania - hypochondrica,Kv.,NA,NA
1896,Gaustad,Insania - hypochondrica,Md.,2,NA
1896,Gaustad,Insania - hysterica,Kv.,17,NA
1896,Gaustad,Insania - hysterica,Md.,4,NA
1896,Gaustad,Insania - periodica,Kv.,NA,NA
1896,Gaustad,Insania - periodica,Md.,NA,NA
1896,Gaustad,Mania,Kv.,22,NA
1896,Gaustad,Mania,Md.,24,NA
1896,Gaustad,Melancholia,Kv.,27,NA
1896,Gaustad,Melancholia,Md.,20,NA
1896,Gaustad,Paralysis generalis,Kv.,1,NA
1896,Gaustad,Paralysis generalis,Md.,6,NA
1896,Gaustad,Paranoia,Kv.,6,NA
1896,Gaustad,Paranoia,Md.,NA,NA
1896,Gaustad,Til observasjon,Kv.,1,NA
1896,Gaustad,Til observasjon,Md.,4,NA
1896,Gaustad,Vitia organica cerebri,Kv.,NA,NA
1896,Gaustad,Vitia organica cerebri,Md.,3,NA
1896,Kriminalasylet,Alcoholismus,Kv.,NA,NA
1896,Kriminalasylet,Alcoholismus,Md.,NA,NA
1896,Kriminalasylet,Amentia,Kv.,1,NA
1896,Kriminalasylet,Amentia,Md.,NA,NA
1896,Kriminalasylet,Dementia,Kv.,NA,NA
1896,Kriminalasylet,Dementia,Md.,NA,NA
1896,Kriminalasylet,Idiotia,Kv.,NA,NA
1896,Kriminalasylet,Idiotia,Md.,NA,NA
1896,Kriminalasylet,Insania - degenerativa,Kv.,1,NA
1896,Kriminalasylet,Insania - degenerativa,Md.,NA,NA
1896,Kriminalasylet,Insania - epileptica,Kv.,1,NA
1896,Kriminalasylet,Insania - epileptica,Md.,NA,NA
1896,Kriminalasylet,Insania - hypochondrica,Kv.,NA,NA
1896,Kriminalasylet,Insania - hypochondrica,Md.,NA,NA
1896,Kriminalasylet,Insania - hysterica,Kv.,NA,NA
1896,Kriminalasylet,Insania - hysterica,Md.,NA,NA
1896,Kriminalasylet,Insania - periodica,Kv.,1,NA
1896,Kriminalasylet,Insania - periodica,Md.,NA,NA
1896,Kriminalasylet,Mania,Kv.,NA,NA
1896,Kriminalasylet,Mania,Md.,NA,NA
1896,Kriminalasylet,Melancholia,Kv.,NA,NA
1896,Kriminalasylet,Melancholia,Md.,NA,NA
1896,Kriminalasylet,Paralysis generalis,Kv.,NA,NA
1896,Kriminalasylet,Paralysis generalis,Md.,NA,NA
1896,Kriminalasylet,Paranoia,Kv.,2,NA
1896,Kriminalasylet,Paranoia,Md.,NA,NA
1896,Kriminalasylet,Til observasjon,Kv.,NA,NA
1896,Kriminalasylet,Til observasjon,Md.,NA,NA
1896,Kriminalasylet,Vitia organica cerebri,Kv.,NA,NA
1896,Kriminalasylet,Vitia organica cerebri,Md.,NA,NA
1896,Kristiania,Alcoholismus,Kv.,NA,NA
1896,Kristiania,Alcoholismus,Md.,1,NA
1896,Kristiania,Amentia,Kv.,4,NA
1896,Kristiania,Amentia,Md.,3,NA
1896,Kristiania,Dementia,Kv.,1,NA
1896,Kristiania,Dementia,Md.,2,NA
1896,Kristiania,Idiotia,Kv.,NA,NA
1896,Kristiania,Idiotia,Md.,1,NA
1896,Kristiania,Insania - degenerativa,Kv.,3,NA
1896,Kristiania,Insania - degenerativa,Md.,7,NA
1896,Kristiania,Insania - epileptica,Kv.,NA,NA
1896,Kristiania,Insania - epileptica,Md.,1,NA
1896,Kristiania,Insania - hypochondrica,Kv.,NA,NA
1896,Kristiania,Insania - hypochondrica,Md.,NA,NA
1896,Kristiania,Insania - hysterica,Kv.,NA,NA
1896,Kristiania,Insania - hysterica,Md.,1,NA
1896,Kristiania,Insania - periodica,Kv.,NA,NA
1896,Kristiania,Insania - periodica,Md.,3,NA
1896,Kristiania,Mania,Kv.,NA,NA
1896,Kristiania,Mania,Md.,1,NA
1896,Kristiania,Melancholia,Kv.,2,NA
1896,Kristiania,Melancholia,Md.,1,NA
1896,Kristiania,Paralysis generalis,Kv.,2,NA
1896,Kristiania,Paralysis generalis,Md.,4,NA
1896,Kristiania,Paranoia,Kv.,3,NA
1896,Kristiania,Paranoia,Md.,3,NA
1896,Kristiania,Til observasjon,Kv.,1,NA
1896,Kristiania,Til observasjon,Md.,3,NA
1896,Kristiania,Vitia organica cerebri,Kv.,NA,NA
1896,Kristiania,Vitia organica cerebri,Md.,NA,NA
1896,Kristiansand,Alcoholismus,Kv.,NA,NA
1896,Kristiansand,Alcoholismus,Md.,NA,NA
1896,Kristiansand,Amentia,Kv.,NA,NA
1896,Kristiansand,Amentia,Md.,NA,NA
1896,Kristiansand,Dementia,Kv.,NA,NA
1896,Kristiansand,Dementia,Md.,NA,NA
1896,Kristiansand,Idiotia,Kv.,NA,NA
1896,Kristiansand,Idiotia,Md.,NA,NA
1896,Kristiansand,Insania - degenerativa,Kv.,NA,NA
1896,Kristiansand,Insania - degenerativa,Md.,NA,NA
1896,Kristiansand,Insania - epileptica,Kv.,NA,NA
1896,Kristiansand,Insania - epileptica,Md.,NA,NA
1896,Kristiansand,Insania - hypochondrica,Kv.,NA,NA
1896,Kristiansand,Insania - hypochondrica,Md.,NA,NA
1896,Kristiansand,Insania - hysterica,Kv.,NA,NA
1896,Kristiansand,Insania - hysterica,Md.,NA,NA
1896,Kristiansand,Insania - periodica,Kv.,NA,NA
1896,Kristiansand,Insania - periodica,Md.,NA,NA
1896,Kristiansand,Mania,Kv.,NA,NA
1896,Kristiansand,Mania,Md.,NA,NA
1896,Kristiansand,Melancholia,Kv.,NA,NA
1896,Kristiansand,Melancholia,Md.,NA,NA
1896,Kristiansand,Paralysis generalis,Kv.,NA,NA
1896,Kristiansand,Paralysis generalis,Md.,NA,NA
1896,Kristiansand,Paranoia,Kv.,NA,NA
1896,Kristiansand,Paranoia,Md.,NA,NA
1896,Kristiansand,Til observasjon,Kv.,NA,NA
1896,Kristiansand,Til observasjon,Md.,NA,NA
1896,Kristiansand,Vitia organica cerebri,Kv.,NA,NA
1896,Kristiansand,Vitia organica cerebri,Md.,NA,NA
1896,Møllendal,Alcoholismus,Kv.,NA,NA
1896,Møllendal,Alcoholismus,Md.,NA,NA
1896,Møllendal,Amentia,Kv.,NA,NA
1896,Møllendal,Amentia,Md.,NA,NA
1896,Møllendal,Dementia,Kv.,1,NA
1896,Møllendal,Dementia,Md.,7,NA
1896,Møllendal,Idiotia,Kv.,NA,NA
1896,Møllendal,Idiotia,Md.,NA,NA
1896,Møllendal,Insania - degenerativa,Kv.,NA,NA
1896,Møllendal,Insania - degenerativa,Md.,NA,NA
1896,Møllendal,Insania - epileptica,Kv.,NA,NA
1896,Møllendal,Insania - epileptica,Md.,NA,NA
1896,Møllendal,Insania - hypochondrica,Kv.,NA,NA
1896,Møllendal,Insania - hypochondrica,Md.,NA,NA
1896,Møllendal,Insania - hysterica,Kv.,NA,NA
1896,Møllendal,Insania - hysterica,Md.,NA,NA
1896,Møllendal,Insania - periodica,Kv.,NA,NA
1896,Møllendal,Insania - periodica,Md.,NA,NA
1896,Møllendal,Mania,Kv.,2,NA
1896,Møllendal,Mania,Md.,2,NA
1896,Møllendal,Melancholia,Kv.,1,NA
1896,Møllendal,Melancholia,Md.,NA,NA
1896,Møllendal,Paralysis generalis,Kv.,NA,NA
1896,Møllendal,Paralysis generalis,Md.,NA,NA
1896,Møllendal,Paranoia,Kv.,NA,NA
1896,Møllendal,Paranoia,Md.,1,NA
1896,Møllendal,Til observasjon,Kv.,NA,NA
1896,Møllendal,Til observasjon,Md.,NA,NA
1896,Møllendal,Vitia organica cerebri,Kv.,NA,NA
1896,Møllendal,Vitia organica cerebri,Md.,NA,NA
1896,Neevengården,Alcoholismus,Kv.,3,NA
1896,Neevengården,Alcoholismus,Md.,3,NA
1896,Neevengården,Amentia,Kv.,20,NA
1896,Neevengården,Amentia,Md.,9,NA
1896,Neevengården,Dementia,Kv.,13,NA
1896,Neevengården,Dementia,Md.,18,NA
1896,Neevengården,Idiotia,Kv.,1,NA
1896,Neevengården,Idiotia,Md.,2,NA
1896,Neevengården,Insania - degenerativa,Kv.,3,NA
1896,Neevengården,Insania - degenerativa,Md.,2,NA
1896,Neevengården,Insania - epileptica,Kv.,NA,NA
1896,Neevengården,Insania - epileptica,Md.,3,NA
1896,Neevengården,Insania - hypochondrica,Kv.,NA,NA
1896,Neevengården,Insania - hypochondrica,Md.,NA,NA
1896,Neevengården,Insania - hysterica,Kv.,NA,NA
1896,Neevengården,Insania - hysterica,Md.,NA,NA
1896,Neevengården,Insania - periodica,Kv.,7,NA
1896,Neevengården,Insania - periodica,Md.,3,NA
1896,Neevengården,Mania,Kv.,1,NA
1896,Neevengården,Mania,Md.,2,NA
1896,Neevengården,Melancholia,Kv.,8,NA
1896,Neevengården,Melancholia,Md.,10,NA
1896,Neevengården,Paralysis generalis,Kv.,1,NA
1896,Neevengården,Paralysis generalis,Md.,3,NA
1896,Neevengården,Paranoia,Kv.,3,NA
1896,Neevengården,Paranoia,Md.,3,NA
1896,Neevengården,Til observasjon,Kv.,1,NA
1896,Neevengården,Til observasjon,Md.,1,NA
1896,Neevengården,Vitia organica cerebri,Kv.,NA,NA
1896,Neevengården,Vitia organica cerebri,Md.,NA,NA
1896,Oslo,Alcoholismus,Kv.,NA,NA
1896,Oslo,Alcoholismus,Md.,NA,NA
1896,Oslo,Amentia,Kv.,NA,NA
1896,Oslo,Amentia,Md.,NA,NA
1896,Oslo,Dementia,Kv.,2,NA
1896,Oslo,Dementia,Md.,NA,NA
1896,Oslo,Idiotia,Kv.,NA,NA
1896,Oslo,Idiotia,Md.,NA,NA
1896,Oslo,Insania - degenerativa,Kv.,NA,NA
1896,Oslo,Insania - degenerativa,Md.,NA,NA
1896,Oslo,Insania - epileptica,Kv.,NA,NA
1896,Oslo,Insania - epileptica,Md.,NA,NA
1896,Oslo,Insania - hypochondrica,Kv.,NA,NA
1896,Oslo,Insania - hypochondrica,Md.,NA,NA
1896,Oslo,Insania - hysterica,Kv.,NA,NA
1896,Oslo,Insania - hysterica,Md.,NA,NA
1896,Oslo,Insania - periodica,Kv.,NA,NA
1896,Oslo,Insania - periodica,Md.,NA,NA
