year,institution,patient_status,sex,value,footnote_marker
1924,Møllendal,Insania periodica - epileptica,Md.,NA,NA
1924,Møllendal,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Møllendal,Insania periodica - hypochondrica,Md.,NA,NA
1924,Møllendal,Insania periodica - hysterica,Kv.,NA,NA
1924,Møllendal,Insania periodica - hysterica,Md.,NA,NA
1924,Møllendal,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Møllendal,Insania periodica - neurasthenica,Md.,NA,NA
1924,Møllendal,Mania,Kv.,NA,NA
1924,Møllendal,Mania,Md.,NA,NA
1924,Møllendal,Melancholia,Kv.,NA,NA
1924,Møllendal,Melancholia,Md.,NA,NA
1924,Møllendal,Paralysis generalis,Kv.,NA,NA
1924,Møllendal,Paralysis generalis,Md.,1,NA
1924,Møllendal,Paranoia,Kv.,NA,NA
1924,Møllendal,Paranoia,Md.,1,NA
1924,Møllendal,Til observasjon,Kv.,NA,NA
1924,Møllendal,Til observasjon,Md.,NA,NA
1924,Møllendal,Vitia organica cerebri,Kv.,NA,NA
1924,Møllendal,Vitia organica cerebri,Md.,NA,NA
1924,Neevengaarden,Alcoholismus,Kv.,NA,NA
1924,Neevengaarden,Alcoholismus,Md.,1,NA
1924,Neevengaarden,Amentia,Kv.,6,NA
1924,Neevengaarden,Amentia,Md.,4,NA
1924,Neevengaarden,Dementia,Kv.,39,NA
1924,Neevengaarden,Dementia,Md.,30,NA
1924,Neevengaarden,Idiotia (imbecillitas,Kv.,NA,NA
1924,Neevengaarden,Idiotia (imbecillitas,Md.,2,NA
1924,Neevengaarden,Insania periodica,Kv.,2,NA
1924,Neevengaarden,Insania periodica,Md.,1,NA
1924,Neevengaarden,Insania periodica - degenerativa,Kv.,1,NA
1924,Neevengaarden,Insania periodica - degenerativa,Md.,NA,NA
1924,Neevengaarden,Insania periodica - epileptica,Kv.,1,NA
1924,Neevengaarden,Insania periodica - epileptica,Md.,NA,NA
1924,Neevengaarden,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Neevengaarden,Insania periodica - hypochondrica,Md.,NA,NA
1924,Neevengaarden,Insania periodica - hysterica,Kv.,NA,NA
1924,Neevengaarden,Insania periodica - hysterica,Md.,NA,NA
1924,Neevengaarden,Insania periodica - neurasthenica,Kv.,3,NA
1924,Neevengaarden,Insania periodica - neurasthenica,Md.,1,NA
1924,Neevengaarden,Mania,Kv.,8,NA
1924,Neevengaarden,Mania,Md.,5,NA
1924,Neevengaarden,Melancholia,Kv.,11,NA
1924,Neevengaarden,Melancholia,Md.,6,NA
1924,Neevengaarden,Paralysis generalis,Kv.,2,NA
1924,Neevengaarden,Paralysis generalis,Md.,5,NA
1924,Neevengaarden,Paranoia,Kv.,1,NA
1924,Neevengaarden,Paranoia,Md.,2,NA
1924,Neevengaarden,Til observasjon,Kv.,NA,NA
1924,Neevengaarden,Til observasjon,Md.,1,NA
1924,Neevengaarden,Vitia organica cerebri,Kv.,NA,NA
1924,Neevengaarden,Vitia organica cerebri,Md.,NA,NA
1924,Opdøl,Alcoholismus,Kv.,NA,NA
1924,Opdøl,Alcoholismus,Md.,NA,NA
1924,Opdøl,Amentia,Kv.,NA,NA
1924,Opdøl,Amentia,Md.,NA,NA
1924,Opdøl,Dementia,Kv.,9,NA
1924,Opdøl,Dementia,Md.,11,NA
1924,Opdøl,Idiotia (imbecillitas,Kv.,NA,NA
1924,Opdøl,Idiotia (imbecillitas,Md.,1,NA
1924,Opdøl,Insania periodica,Kv.,NA,NA
1924,Opdøl,Insania periodica,Md.,1,NA
1924,Opdøl,Insania periodica - degenerativa,Kv.,NA,NA
1924,Opdøl,Insania periodica - degenerativa,Md.,1,NA
1924,Opdøl,Insania periodica - epileptica,Kv.,1,NA
1924,Opdøl,Insania periodica - epileptica,Md.,NA,NA
1924,Opdøl,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Opdøl,Insania periodica - hypochondrica,Md.,NA,NA
1924,Opdøl,Insania periodica - hysterica,Kv.,NA,NA
1924,Opdøl,Insania periodica - hysterica,Md.,NA,NA
1924,Opdøl,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Opdøl,Insania periodica - neurasthenica,Md.,NA,NA
1924,Opdøl,Mania,Kv.,1,NA
1924,Opdøl,Mania,Md.,2,NA
1924,Opdøl,Melancholia,Kv.,3,NA
1924,Opdøl,Melancholia,Md.,2,NA
1924,Opdøl,Paralysis generalis,Kv.,NA,NA
1924,Opdøl,Paralysis generalis,Md.,NA,NA
1924,Opdøl,Paranoia,Kv.,NA,NA
1924,Opdøl,Paranoia,Md.,NA,NA
1924,Opdøl,Til observasjon,Kv.,NA,NA
1924,Opdøl,Til observasjon,Md.,1,1) Senere overfort til dementia
1924,Opdøl,Vitia organica cerebri,Kv.,NA,NA
1924,Opdøl,Vitia organica cerebri,Md.,1,NA
1924,Oslo,Alcoholismus,Kv.,NA,NA
1924,Oslo,Alcoholismus,Md.,NA,NA
1924,Oslo,Amentia,Kv.,NA,NA
1924,Oslo,Amentia,Md.,NA,NA
1924,Oslo,Dementia,Kv.,9,NA
1924,Oslo,Dementia,Md.,NA,NA
1924,Oslo,Idiotia (imbecillitas,Kv.,NA,NA
1924,Oslo,Idiotia (imbecillitas,Md.,NA,NA
1924,Oslo,Insania periodica,Kv.,NA,NA
1924,Oslo,Insania periodica,Md.,NA,NA
1924,Oslo,Insania periodica - degenerativa,Kv.,NA,NA
1924,Oslo,Insania periodica - degenerativa,Md.,NA,NA
1924,Oslo,Insania periodica - epileptica,Kv.,NA,NA
1924,Oslo,Insania periodica - epileptica,Md.,NA,NA
1924,Oslo,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Oslo,Insania periodica - hypochondrica,Md.,NA,NA
1924,Oslo,Insania periodica - hysterica,Kv.,NA,NA
1924,Oslo,Insania periodica - hysterica,Md.,NA,NA
1924,Oslo,Insania periodica - neurasthenica,Kv.,1,NA
1924,Oslo,Insania periodica - neurasthenica,Md.,NA,NA
1924,Oslo,Mania,Kv.,NA,NA
1924,Oslo,Mania,Md.,NA,NA
1924,Oslo,Melancholia,Kv.,1,NA
1924,Oslo,Melancholia,Md.,NA,NA
1924,Oslo,Paralysis generalis,Kv.,NA,NA
1924,Oslo,Paralysis generalis,Md.,NA,NA
1924,Oslo,Paranoia,Kv.,NA,NA
1924,Oslo,Paranoia,Md.,NA,NA
1924,Oslo,Til observasjon,Kv.,NA,NA
1924,Oslo,Til observasjon,Md.,NA,NA
1924,Oslo,Vitia organica cerebri,Kv.,NA,NA
1924,Oslo,Vitia organica cerebri,Md.,NA,NA
1924,Prestsæter,Alcoholismus,Kv.,NA,NA
1924,Prestsæter,Alcoholismus,Md.,NA,NA
1924,Prestsæter,Amentia,Kv.,NA,NA
1924,Prestsæter,Amentia,Md.,1,NA
1924,Prestsæter,Dementia,Kv.,18,NA
1924,Prestsæter,Dementia,Md.,15,NA
1924,Prestsæter,Idiotia (imbecillitas,Kv.,NA,NA
1924,Prestsæter,Idiotia (imbecillitas,Md.,1,NA
1924,Prestsæter,Insania periodica,Kv.,6,NA
1924,Prestsæter,Insania periodica,Md.,NA,NA
1924,Prestsæter,Insania periodica - degenerativa,Kv.,2,NA
1924,Prestsæter,Insania periodica - degenerativa,Md.,1,NA
1924,Prestsæter,Insania periodica - epileptica,Kv.,NA,NA
1924,Prestsæter,Insania periodica - epileptica,Md.,2,NA
1924,Prestsæter,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Prestsæter,Insania periodica - hypochondrica,Md.,NA,NA
1924,Prestsæter,Insania periodica - hysterica,Kv.,NA,NA
1924,Prestsæter,Insania periodica - hysterica,Md.,NA,NA
1924,Prestsæter,Insania periodica - neurasthenica,Kv.,3,NA
1924,Prestsæter,Insania periodica - neurasthenica,Md.,NA,NA
1924,Prestsæter,Mania,Kv.,3,NA
1924,Prestsæter,Mania,Md.,NA,NA
1924,Prestsæter,Melancholia,Kv.,5,NA
1924,Prestsæter,Melancholia,Md.,3,NA
1924,Prestsæter,Paralysis generalis,Kv.,NA,NA
1924,Prestsæter,Paralysis generalis,Md.,1,NA
1924,Prestsæter,Paranoia,Kv.,NA,NA
1924,Prestsæter,Paranoia,Md.,NA,NA
1924,Prestsæter,Til observasjon,Kv.,1,NA
1924,Prestsæter,Til observasjon,Md.,NA,NA
1924,Prestsæter,Vitia organica cerebri,Kv.,NA,NA
1924,Prestsæter,Vitia organica cerebri,Md.,NA,NA
1924,Reitgjerdet,Alcoholismus,Kv.,NA,NA
1924,Reitgjerdet,Alcoholismus,Md.,5,NA
1924,Reitgjerdet,Amentia,Kv.,NA,NA
1924,Reitgjerdet,Amentia,Md.,NA,NA
1924,Reitgjerdet,Dementia,Kv.,NA,NA
1924,Reitgjerdet,Dementia,Md.,48,NA
1924,Reitgjerdet,Idiotia (imbecillitas,Kv.,NA,NA
1924,Reitgjerdet,Idiotia (imbecillitas,Md.,9,NA
1924,Reitgjerdet,Insania periodica,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica,Md.,5,NA
1924,Reitgjerdet,Insania periodica - degenerativa,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica - degenerativa,Md.,15,NA
1924,Reitgjerdet,Insania periodica - epileptica,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica - epileptica,Md.,8,NA
1924,Reitgjerdet,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica - hypochondrica,Md.,NA,NA
1924,Reitgjerdet,Insania periodica - hysterica,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica - hysterica,Md.,NA,NA
1924,Reitgjerdet,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Reitgjerdet,Insania periodica - neurasthenica,Md.,NA,NA
1924,Reitgjerdet,Mania,Kv.,NA,NA
1924,Reitgjerdet,Mania,Md.,6,NA
1924,Reitgjerdet,Melancholia,Kv.,NA,NA
1924,Reitgjerdet,Melancholia,Md.,NA,NA
1924,Reitgjerdet,Paralysis generalis,Kv.,NA,NA
1924,Reitgjerdet,Paralysis generalis,Md.,3,NA
1924,Reitgjerdet,Paranoia,Kv.,NA,NA
1924,Reitgjerdet,Paranoia,Md.,3,NA
1924,Reitgjerdet,Til observasjon,Kv.,NA,NA
1924,Reitgjerdet,Til observasjon,Md.,NA,NA
1924,Reitgjerdet,Vitia organica cerebri,Kv.,NA,NA
1924,Reitgjerdet,Vitia organica cerebri,Md.,NA,NA
1924,Rosenberg,Alcoholismus,Kv.,NA,NA
1924,Rosenberg,Alcoholismus,Md.,NA,NA
1924,Rosenberg,Amentia,Kv.,NA,NA
1924,Rosenberg,Amentia,Md.,2,NA
1924,Rosenberg,Dementia,Kv.,NA,NA
1924,Rosenberg,Dementia,Md.,30,NA
1924,Rosenberg,Idiotia (imbecillitas,Kv.,1,NA
1924,Rosenberg,Idiotia (imbecillitas,Md.,4,NA
1924,Rosenberg,Insania periodica,Kv.,NA,NA
1924,Rosenberg,Insania periodica,Md.,NA,NA
1924,Rosenberg,Insania periodica - degenerativa,Kv.,NA,NA
1924,Rosenberg,Insania periodica - degenerativa,Md.,NA,NA
1924,Rosenberg,Insania periodica - epileptica,Kv.,NA,NA
1924,Rosenberg,Insania periodica - epileptica,Md.,NA,NA
1924,Rosenberg,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Rosenberg,Insania periodica - hypochondrica,Md.,NA,NA
1924,Rosenberg,Insania periodica - hysterica,Kv.,NA,NA
1924,Rosenberg,Insania periodica - hysterica,Md.,NA,NA
1924,Rosenberg,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Rosenberg,Insania periodica - neurasthenica,Md.,NA,NA
1924,Rosenberg,Mania,Kv.,NA,NA
1924,Rosenberg,Mania,Md.,NA,NA
1924,Rosenberg,Melancholia,Kv.,NA,NA
1924,Rosenberg,Melancholia,Md.,NA,NA
1924,Rosenberg,Paralysis generalis,Kv.,NA,NA
1924,Rosenberg,Paralysis generalis,Md.,1,NA
1924,Rosenberg,Paranoia,Kv.,NA,NA
1924,Rosenberg,Paranoia,Md.,4,NA
1924,Rosenberg,Til observasjon,Kv.,NA,NA
1924,Rosenberg,Til observasjon,Md.,NA,NA
1924,Rosenberg,Vitia organica cerebri,Kv.,NA,NA
1924,Rosenberg,Vitia organica cerebri,Md.,NA,NA
1924,Rotvoll,Alcoholismus,Kv.,NA,NA
1924,Rotvoll,Alcoholismus,Md.,NA,NA
1924,Rotvoll,Amentia,Kv.,2,NA
1924,Rotvoll,Amentia,Md.,1,NA
1924,Rotvoll,Dementia,Kv.,36,NA
1924,Rotvoll,Dementia,Md.,29,NA
1924,Rotvoll,Idiotia (imbecillitas,Kv.,1,NA
1924,Rotvoll,Idiotia (imbecillitas,Md.,2,NA
1924,Rotvoll,Insania periodica,Kv.,2,NA
1924,Rotvoll,Insania periodica,Md.,2,NA
1924,Rotvoll,Insania periodica - degenerativa,Kv.,1,NA
1924,Rotvoll,Insania periodica - degenerativa,Md.,NA,NA
1924,Rotvoll,Insania periodica - epileptica,Kv.,1,NA
1924,Rotvoll,Insania periodica - epileptica,Md.,NA,NA
1924,Rotvoll,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Rotvoll,Insania periodica - hypochondrica,Md.,NA,NA
1924,Rotvoll,Insania periodica - hysterica,Kv.,2,NA
1924,Rotvoll,Insania periodica - hysterica,Md.,NA,NA
1924,Rotvoll,Insania periodica - neurasthenica,Kv.,1,NA
1924,Rotvoll,Insania periodica - neurasthenica,Md.,NA,NA
1924,Rotvoll,Mania,Kv.,6,NA
1924,Rotvoll,Mania,Md.,2,NA
1924,Rotvoll,Melancholia,Kv.,18,NA
1924,Rotvoll,Melancholia,Md.,7,NA
1924,Rotvoll,Paralysis generalis,Kv.,NA,NA
1924,Rotvoll,Paralysis generalis,Md.,2,NA
1924,Rotvoll,Paranoia,Kv.,NA,NA
1924,Rotvoll,Paranoia,Md.,NA,NA
1924,Rotvoll,Til observasjon,Kv.,2,NA
1924,Rotvoll,Til observasjon,Md.,NA,NA
1924,Rotvoll,Vitia organica cerebri,Kv.,NA,NA
1924,Rotvoll,Vitia organica cerebri,Md.,NA,NA
1924,Rønvik,Alcoholismus,Kv.,NA,NA
1924,Rønvik,Alcoholismus,Md.,NA,NA
1924,Rønvik,Amentia,Kv.,NA,NA
1924,Rønvik,Amentia,Md.,NA,NA
1924,Rønvik,Dementia,Kv.,9,NA
1924,Rønvik,Dementia,Md.,16,NA
1924,Rønvik,Idiotia (imbecillitas,Kv.,3,NA
1924,Rønvik,Idiotia (imbecillitas,Md.,2,NA
1924,Rønvik,Insania periodica,Kv.,3,NA
1924,Rønvik,Insania periodica,Md.,1,NA
1924,Rønvik,Insania periodica - degenerativa,Kv.,NA,NA
1924,Rønvik,Insania periodica - degenerativa,Md.,NA,NA
1924,Rønvik,Insania periodica - epileptica,Kv.,NA,NA
1924,Rønvik,Insania periodica - epileptica,Md.,NA,NA
1924,Rønvik,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Rønvik,Insania periodica - hypochondrica,Md.,NA,NA
1924,Rønvik,Insania periodica - hysterica,Kv.,1,NA
1924,Rønvik,Insania periodica - hysterica,Md.,NA,NA
1924,Rønvik,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Rønvik,Insania periodica - neurasthenica,Md.,NA,NA
1924,Rønvik,Mania,Kv.,1,NA
1924,Rønvik,Mania,Md.,NA,NA
1924,Rønvik,Melancholia,Kv.,3,NA
1924,Rønvik,Melancholia,Md.,4,NA
1924,Rønvik,Paralysis generalis,Kv.,NA,NA
1924,Rønvik,Paralysis generalis,Md.,NA,NA
1924,Rønvik,Paranoia,Kv.,NA,NA
1924,Rønvik,Paranoia,Md.,NA,NA
1924,Rønvik,Til observasjon,Kv.,NA,NA
1924,Rønvik,Til observasjon,Md.,NA,NA
1924,Rønvik,Vitia organica cerebri,Kv.,NA,NA
1924,Rønvik,Vitia organica cerebri,Md.,NA,NA
1924,Sanderud,Alcoholismus,Kv.,NA,NA
1924,Sanderud,Alcoholismus,Md.,1,NA
1924,Sanderud,Amentia,Kv.,NA,NA
1924,Sanderud,Amentia,Md.,NA,NA
1924,Sanderud,Dementia,Kv.,18,NA
1924,Sanderud,Dementia,Md.,23,NA
1924,Sanderud,Idiotia (imbecillitas,Kv.,2,NA
1924,Sanderud,Idiotia (imbecillitas,Md.,2,NA
1924,Sanderud,Insania periodica,Kv.,3,NA
1924,Sanderud,Insania periodica,Md.,3,NA
1924,Sanderud,Insania periodica - degenerativa,Kv.,NA,NA
1924,Sanderud,Insania periodica - degenerativa,Md.,NA,NA
1924,Sanderud,Insania periodica - epileptica,Kv.,2,NA
1924,Sanderud,Insania periodica - epileptica,Md.,1,NA
1924,Sanderud,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Sanderud,Insania periodica - hypochondrica,Md.,NA,NA
1924,Sanderud,Insania periodica - hysterica,Kv.,1,NA
1924,Sanderud,Insania periodica - hysterica,Md.,NA,NA
1924,Sanderud,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Sanderud,Insania periodica - neurasthenica,Md.,1,NA
1924,Sanderud,Mania,Kv.,NA,NA
1924,Sanderud,Mania,Md.,1,NA
1924,Sanderud,Melancholia,Kv.,5,NA
1924,Sanderud,Melancholia,Md.,3,NA
1924,Sanderud,Paralysis generalis,Kv.,NA,NA
1924,Sanderud,Paralysis generalis,Md.,1,NA
1924,Sanderud,Paranoia,Kv.,NA,NA
1924,Sanderud,Paranoia,Md.,NA,NA
1924,Sanderud,Til observasjon,Kv.,NA,NA
1924,Sanderud,Til observasjon,Md.,NA,NA
1924,Sanderud,Vitia organica cerebri,Kv.,NA,NA
1924,Sanderud,Vitia organica cerebri,Md.,NA,NA
1924,Valen,Alcoholismus,Kv.,NA,NA
1924,Valen,Alcoholismus,Md.,NA,NA
1924,Valen,Amentia,Kv.,NA,NA
1924,Valen,Amentia,Md.,NA,NA
1924,Valen,Dementia,Kv.,24,NA
1924,Valen,Dementia,Md.,31,NA
1924,Valen,Idiotia (imbecillitas,Kv.,NA,NA
1924,Valen,Idiotia (imbecillitas,Md.,1,NA
1924,Valen,Insania periodica,Kv.,5,NA
1924,Valen,Insania periodica,Md.,2,NA
1924,Valen,Insania periodica - degenerativa,Kv.,NA,NA
1924,Valen,Insania periodica - degenerativa,Md.,NA,NA
1924,Valen,Insania periodica - epileptica,Kv.,NA,NA
1924,Valen,Insania periodica - epileptica,Md.,3,NA
1924,Valen,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Valen,Insania periodica - hypochondrica,Md.,NA,NA
1924,Valen,Insania periodica - hysterica,Kv.,2,NA
1924,Valen,Insania periodica - hysterica,Md.,NA,NA
1924,Valen,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Valen,Insania periodica - neurasthenica,Md.,1,NA
1924,Valen,Mania,Kv.,NA,NA
1924,Valen,Mania,Md.,1,NA
1924,Valen,Melancholia,Kv.,4,NA
1924,Valen,Melancholia,Md.,2,NA
1924,Valen,Paralysis generalis,Kv.,NA,NA
1924,Valen,Paralysis generalis,Md.,1,NA
1924,Valen,Paranoia,Kv.,NA,NA
1924,Valen,Paranoia,Md.,NA,NA
1924,Valen,Til observasjon,Kv.,NA,NA
1924,Valen,Til observasjon,Md.,NA,NA
1924,Valen,Vitia organica cerebri,Kv.,NA,NA
1924,Valen,Vitia organica cerebri,Md.,NA,NA
1924,Veum,Alcoholismus,Kv.,NA,NA
1924,Veum,Alcoholismus,Md.,3,NA
1924,Veum,Amentia,Kv.,NA,NA
1924,Veum,Amentia,Md.,NA,NA
1924,Veum,Dementia,Kv.,9,NA
1924,Veum,Dementia,Md.,12,NA
1924,Veum,Idiotia (imbecillitas,Kv.,NA,NA
1924,Veum,Idiotia (imbecillitas,Md.,3,NA
1924,Veum,Insania periodica,Kv.,NA,NA
1924,Veum,Insania periodica,Md.,NA,NA
1924,Veum,Insania periodica - degenerativa,Kv.,NA,NA
1924,Veum,Insania periodica - degenerativa,Md.,NA,NA
1924,Veum,Insania periodica - epileptica,Kv.,1,NA
1924,Veum,Insania periodica - epileptica,Md.,1,NA
1924,Veum,Insania periodica - hypochondrica,Kv.,NA,NA
1924,Veum,Insania periodica - hypochondrica,Md.,NA,NA
1924,Veum,Insania periodica - hysterica,Kv.,NA,NA
1924,Veum,Insania periodica - hysterica,Md.,NA,NA
1924,Veum,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Veum,Insania periodica - neurasthenica,Md.,NA,NA
1924,Veum,Mania,Kv.,4,NA
1924,Veum,Mania,Md.,4,NA
1924,Veum,Melancholia,Kv.,7,NA
1924,Veum,Melancholia,Md.,4,NA
1924,Veum,Paralysis generalis,Kv.,NA,NA
1924,Veum,Paralysis generalis,Md.,1,NA
1924,Veum,Paranoia,Kv.,NA,NA
1924,Veum,Paranoia,Md.,NA,NA
1924,Veum,Til observasjon,Kv.,NA,NA
1924,Veum,Til observasjon,Md.,NA,NA
1924,Veum,Vitia organica cerebri,Kv.,NA,NA
1924,Veum,Vitia organica cerebri,Md.,NA,NA
1924,Østmarken,Alcoholismus,Kv.,NA,NA
1924,Østmarken,Alcoholismus,Md.,NA,NA
1924,Østmarken,Amentia,Kv.,NA,NA
1924,Østmarken,Amentia,Md.,NA,NA
1924,Østmarken,Dementia,Kv.,26,NA
1924,Østmarken,Dementia,Md.,27,NA
1924,Østmarken,Idiotia (imbecillitas,Kv.,1,NA
1924,Østmarken,Idiotia (imbecillitas,Md.,NA,NA
1924,Østmarken,Insania periodica,Kv.,NA,NA
1924,Østmarken,Insania periodica,Md.,NA,NA
1924,Østmarken,Insania periodica - degenerativa,Kv.,NA,NA
1924,Østmarken,Insania periodica - degenerativa,Md.,3,NA
1924,Østmarken,Insania periodica - epileptica,Kv.,2,NA
1924,Østmarken,Insania periodica - epileptica,Md.,1,NA
1924,Østmarken,Insania periodica - hypochondrica,Kv.,2,NA
1924,Østmarken,Insania periodica - hypochondrica,Md.,NA,NA
1924,Østmarken,Insania periodica - hysterica,Kv.,5,NA
1924,Østmarken,Insania periodica - hysterica,Md.,NA,NA
1924,Østmarken,Insania periodica - neurasthenica,Kv.,NA,NA
1924,Østmarken,Insania periodica - neurasthenica,Md.,1,NA
1924,Østmarken,Mania,Kv.,9,NA
1924,Østmarken,Mania,Md.,6,NA
1924,Østmarken,Melancholia,Kv.,24,NA
1924,Østmarken,Melancholia,Md.,13,NA
1924,Østmarken,Paralysis generalis,Kv.,NA,NA
1924,Østmarken,Paralysis generalis,Md.,1,NA
1924,Østmarken,Paranoia,Kv.,NA,NA
1924,Østmarken,Paranoia,Md.,1,NA
1924,Østmarken,Til observasjon,Kv.,NA,NA
1924,Østmarken,Til observasjon,Md.,3,NA
1924,Østmarken,Vitia organica cerebri,Kv.,1,NA
1924,Østmarken,Vitia organica cerebri,Md.,1,NA
1925,Blakstad,Alcoholismus,Kv.,NA,NA
1925,Blakstad,Alcoholismus,Md.,1,NA
1925,Blakstad,Amentia,Kv.,NA,NA
1925,Blakstad,Amentia,Md.,1,NA
1925,Blakstad,Dementia,Kv.,17,NA
1925,Blakstad,Dementia,Md.,45,NA
1925,Blakstad,Idiotia,Kv.,2,NA
1925,Blakstad,Idiotia,Md.,3,NA
1925,Blakstad,Insania degenerativa,Kv.,5,NA
1925,Blakstad,Insania degenerativa,Md.,5,NA
1925,Blakstad,Insania epileptica,Kv.,NA,NA
1925,Blakstad,Insania epileptica,Md.,NA,NA
1925,Blakstad,Insania hypochondrica,Kv.,NA,NA
1925,Blakstad,Insania hypochondrica,Md.,NA,NA
1925,Blakstad,Insania hysterica,Kv.,6,NA
1925,Blakstad,Insania hysterica,Md.,1,NA
1925,Blakstad,Insania neurasthenica,Kv.,NA,NA
1925,Blakstad,Insania neurasthenica,Md.,NA,NA
1925,Blakstad,Insania periodica,Kv.,NA,NA
1925,Blakstad,Insania periodica,Md.,NA,NA
1925,Blakstad,Mania,Kv.,4,NA
1925,Blakstad,Mania,Md.,4,NA
1925,Blakstad,Melancholia,Kv.,3,NA
1925,Blakstad,Melancholia,Md.,2,NA
1925,Blakstad,Paralysis generalis,Kv.,3,NA
1925,Blakstad,Paralysis generalis,Md.,4,NA
1925,Blakstad,Paranoia,Kv.,NA,NA
1925,Blakstad,Paranoia,Md.,NA,NA
1925,Blakstad,Til observasjon,Kv.,NA,NA
1925,Blakstad,Til observasjon,Md.,NA,NA
1925,Blakstad,Vitia cerebri,Kv.,NA,NA
1925,Blakstad,Vitia cerebri,Md.,NA,NA
1925,Dale,Alcoholismus,Kv.,NA,NA
1925,Dale,Alcoholismus,Md.,1,NA
1925,Dale,Amentia,Kv.,1,NA
1925,Dale,Amentia,Md.,1,NA
1925,Dale,Dementia,Kv.,13,NA
1925,Dale,Dementia,Md.,18,NA
1925,Dale,Idiotia,Kv.,2,NA
1925,Dale,Idiotia,Md.,NA,NA
1925,Dale,Insania degenerativa,Kv.,NA,NA
1925,Dale,Insania degenerativa,Md.,1,NA
1925,Dale,Insania epileptica,Kv.,NA,NA
1925,Dale,Insania epileptica,Md.,1,NA
1925,Dale,Insania hypochondrica,Kv.,NA,NA
1925,Dale,Insania hypochondrica,Md.,NA,NA
1925,Dale,Insania hysterica,Kv.,NA,NA
1925,Dale,Insania hysterica,Md.,NA,NA
1925,Dale,Insania neurasthenica,Kv.,NA,NA
1925,Dale,Insania neurasthenica,Md.,2,NA
1925,Dale,Insania periodica,Kv.,4,NA
1925,Dale,Insania periodica,Md.,6,NA
1925,Dale,Mania,Kv.,1,NA
1925,Dale,Mania,Md.,5,NA
1925,Dale,Melancholia,Kv.,6,NA
1925,Dale,Melancholia,Md.,5,NA
1925,Dale,Paralysis generalis,Kv.,2,NA
1925,Dale,Paralysis generalis,Md.,1,NA
1925,Dale,Paranoia,Kv.,1,NA
1925,Dale,Paranoia,Md.,1,NA
1925,Dale,Til observasjon,Kv.,NA,NA
1925,Dale,Til observasjon,Md.,NA,NA
1925,Dale,Vitia cerebri,Kv.,NA,NA
1925,Dale,Vitia cerebri,Md.,NA,NA
1925,Dedichens,Alcoholismus,Kv.,NA,NA
1925,Dedichens,Alcoholismus,Md.,2,NA
1925,Dedichens,Amentia,Kv.,NA,NA
1925,Dedichens,Amentia,Md.,NA,NA
1925,Dedichens,Dementia,Kv.,13,NA
1925,Dedichens,Dementia,Md.,11,NA
1925,Dedichens,Idiotia,Kv.,NA,NA
1925,Dedichens,Idiotia,Md.,NA,NA
1925,Dedichens,Insania degenerativa,Kv.,NA,NA
1925,Dedichens,Insania degenerativa,Md.,1,NA
1925,Dedichens,Insania epileptica,Kv.,NA,NA
1925,Dedichens,Insania epileptica,Md.,NA,NA
1925,Dedichens,Insania hypochondrica,Kv.,NA,NA
1925,Dedichens,Insania hypochondrica,Md.,NA,NA
1925,Dedichens,Insania hysterica,Kv.,NA,NA
1925,Dedichens,Insania hysterica,Md.,NA,NA
1925,Dedichens,Insania neurasthenica,Kv.,NA,NA
1925,Dedichens,Insania neurasthenica,Md.,NA,NA
1925,Dedichens,Insania periodica,Kv.,16,NA
1925,Dedichens,Insania periodica,Md.,8,NA
1925,Dedichens,Mania,Kv.,NA,NA
1925,Dedichens,Mania,Md.,NA,NA
1925,Dedichens,Melancholia,Kv.,7,NA
1925,Dedichens,Melancholia,Md.,9,NA
1925,Dedichens,Paralysis generalis,Kv.,1,NA
1925,Dedichens,Paralysis generalis,Md.,NA,NA
1925,Dedichens,Paranoia,Kv.,NA,NA
1925,Dedichens,Paranoia,Md.,NA,NA
1925,Dedichens,Til observasjon,Kv.,NA,NA
1925,Dedichens,Til observasjon,Md.,1,NA
1925,Dedichens,Vitia cerebri,Kv.,NA,NA
1925,Dedichens,Vitia cerebri,Md.,NA,NA
